enrollment_id,participant_id,cohort_id,program_id,program_name,program_category,program_goal,delivery_language,delivery_mode,trainer_id,cohort_state,start_date,end_date,cohort_month,state,city,age_band,gender,employment_status,primary_device,digital_confidence,acquisition_channel,motivation,attendance_rate,risk_band,completion_status,completed_flag,pre_score,post_score,score_improvement,satisfaction_score,recommendation_score,employment_outcome,ticket_count,avg_resolution_hours,support_sla_rate
EN02126,PT0341,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Selangor,Shah Alam,45+,Male,Employed,Mobile,Low,Employer,Employer requirement,0.8,On track,Completed,1,61.4,85.7,24.3,4.0,9.0,Not measured,0,,
EN02127,PT0491,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Kuala Lumpur,South,18-24,Female,Employed,Mobile,Low,Employer,Digital confidence,0.4,High risk,Completed,1,25.8,37.1,11.3,4.0,8.0,Not measured,1,15.3,1.0
EN02128,PT0371,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Kuala Lumpur,South,25-34,Male,Student,Laptop/Desktop,Medium,Employer,Job search,1.0,On track,Completed,1,53.8,87.3,33.5,5.0,10.0,Not measured,0,,
EN02129,PT0255,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Selangor,Petaling,35-44,Female,Job seeker,Mobile,Medium,Community partner,Job search,1.0,On track,Completed,1,51.7,79.3,27.6,5.0,10.0,Not measured,0,,
EN02130,PT0049,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Selangor,Shah Alam,18-24,Female,Job seeker,Laptop/Desktop,High,Employer,Career growth,0.6,Watch,Dropped,0,65.8,100.0,34.2,2.0,3.0,Not measured,0,,
EN02131,PT0045,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Selangor,Shah Alam,25-34,Male,Job seeker,Mobile,Medium,Organic,Employer requirement,0.8,On track,Completed,1,70.4,93.5,23.1,5.0,10.0,Not measured,1,35.3,1.0
EN02132,PT0086,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Sabah,Kota Kinabalu,35-44,Male,Employed,Shared device,Low,Employer,Career growth,1.0,On track,Completed,1,50.0,88.8,38.8,,,Not measured,3,19.0,1.0
EN02133,PT0357,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Selangor,Shah Alam,45+,Female,Student,Mobile,High,Community partner,Employer requirement,0.4,High risk,In progress / incomplete,0,52.5,54.9,2.4,3.0,5.0,Not measured,0,,
EN02134,PT0441,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Johor,Johor Bahru,25-34,Female,Self-employed,Laptop/Desktop,Medium,Community partner,Career growth,1.0,On track,Completed,1,40.9,59.2,18.3,5.0,10.0,Not measured,0,,
EN02135,PT0438,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Sabah,Sandakan,25-34,Male,Job seeker,Laptop/Desktop,Medium,Community partner,Job search,1.0,On track,Completed,1,45.1,68.1,23.0,4.0,5.0,Not measured,0,,
EN02136,PT0696,CH059,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Hybrid,TR08,Penang,2025-09-15,2025-10-20,2025-09-01,Sarawak,Kuching,25-34,Female,Employed,Laptop/Desktop,Medium,Community partner,Career growth,1.0,On track,Completed,1,60.7,81.7,21.0,,,Not measured,0,,
EN02137,PT0479,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Sabah,Kota Kinabalu,25-34,Female,Job seeker,Mobile,Medium,Community partner,Career growth,1.0,On track,Completed,1,54.9,80.9,26.0,,,Not measured,0,,
EN02138,PT0666,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Shah Alam,35-44,Female,Student,Mobile,Medium,Organic,Career growth,0.875,On track,Completed,1,59.6,89.5,29.9,4.0,6.0,Not measured,1,10.4,1.0
EN02139,PT0605,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Johor,Johor Bahru,35-44,Male,Self-employed,Shared device,High,Community partner,Job search,0.625,Watch,Dropped,0,44.6,61.2,16.6,3.0,6.0,Not measured,2,42.2,0.0
EN02140,PT0242,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,South,45+,Male,Employed,Mobile,Low,Employer,Career growth,0.625,Watch,Completed,1,43.5,66.2,22.7,4.0,4.0,Not measured,1,36.9,1.0
EN02141,PT0733,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,Central,25-34,Male,Job seeker,Laptop/Desktop,Medium,Organic,Digital confidence,1.0,On track,Completed,1,56.6,89.9,33.3,4.0,7.0,Not measured,0,,
EN02142,PT0069,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,Central,35-44,Male,Self-employed,Shared device,Medium,Organic,Digital confidence,0.625,Watch,Completed,1,44.5,64.0,19.5,4.0,8.0,Not measured,1,15.7,1.0
EN02143,PT0147,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Sabah,Sandakan,35-44,Female,Employed,Laptop/Desktop,Medium,Community partner,Career growth,0.875,On track,Completed,1,50.1,77.1,27.0,,,Not measured,0,,
EN02144,PT0212,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Penang,Seberang Perai,35-44,Female,Employed,Mobile,Medium,Community partner,Career growth,0.375,High risk,In progress / incomplete,0,36.2,51.3,15.1,,,Not measured,0,,
EN02145,PT0166,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Shah Alam,18-24,Male,Student,Mobile,Medium,Community partner,Digital confidence,1.0,On track,Completed,1,37.5,66.2,28.7,4.0,7.0,Not measured,0,,
EN02146,PT0083,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Sarawak,Miri,25-34,Female,Employed,Mobile,Medium,Community partner,Job search,0.5,Watch,Dropped,0,41.2,56.9,15.7,3.0,5.0,Not measured,0,,
EN02147,PT0401,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,South,35-44,Female,Job seeker,Mobile,Low,Organic,Employer requirement,0.75,On track,Completed,1,34.4,51.4,17.0,,,Not measured,0,,
EN02148,PT0191,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Sarawak,Kuching,25-34,Male,Employed,Mobile,Low,Employer,Digital confidence,0.375,High risk,In progress / incomplete,0,69.7,75.5,5.8,,,Not measured,0,,
EN02149,PT0525,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Petaling,35-44,Female,Employed,Mobile,Low,Organic,Digital confidence,0.75,On track,Completed,1,52.5,84.7,32.2,4.0,6.0,Not measured,0,,
EN02150,PT0662,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Johor,Muar,35-44,Female,Student,Mobile,Medium,Referral,Digital confidence,0.625,Watch,Completed,1,57.6,91.2,33.6,,,Not measured,1,21.0,1.0
EN02151,PT0607,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Shah Alam,25-34,Female,Employed,Shared device,Medium,Employer,Career growth,0.5,Watch,Completed,1,43.7,54.8,11.1,4.0,10.0,Not measured,1,11.3,1.0
EN02152,PT0643,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Penang,George Town,25-34,Female,Employed,Laptop/Desktop,Medium,Community partner,Digital confidence,0.875,On track,Completed,1,53.2,84.3,31.1,4.0,8.0,Not measured,0,,
EN02153,PT0014,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Petaling,35-44,Male,Self-employed,Mobile,Low,Organic,Digital confidence,0.75,On track,Completed,1,39.5,67.4,27.9,,,Not measured,1,22.7,1.0
EN02154,PT0061,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Penang,George Town,35-44,Female,Employed,Mobile,High,Community partner,Job search,0.75,On track,In progress / incomplete,0,61.7,77.8,16.1,4.0,6.0,Not measured,1,12.7,0.0
EN02155,PT0482,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Johor,Muar,35-44,Female,Employed,Mobile,Medium,Community partner,Career growth,0.875,On track,Completed,1,46.9,68.9,22.0,4.0,7.0,Not measured,0,,
EN02156,PT0035,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Petaling,18-24,Female,Job seeker,Mobile,Medium,Organic,Career growth,1.0,On track,Completed,1,32.9,59.2,26.3,5.0,10.0,Not measured,3,28.8,0.3333
EN02157,PT0579,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Shah Alam,25-34,Female,Job seeker,Mobile,Medium,Community partner,Digital confidence,0.875,On track,Completed,1,70.6,97.5,26.9,,,Not measured,0,,
EN02158,PT0690,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,South,25-34,Female,Student,Laptop/Desktop,Medium,Community partner,Job search,0.875,On track,Completed,1,45.6,69.2,23.6,4.0,7.0,Not measured,0,,
EN02159,PT0107,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Klang,18-24,Female,Employed,Mobile,Medium,Referral,Career growth,0.875,On track,Completed,1,42.1,66.4,24.3,4.0,9.0,Not measured,0,,
EN02160,PT0779,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Klang,18-24,Female,Student,Mobile,Medium,Employer,Digital confidence,0.625,Watch,Completed,1,78.4,100.0,21.6,4.0,9.0,Not measured,1,22.2,1.0
EN02161,PT0689,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,North,35-44,Non-binary / Prefer not to say,Job seeker,Mobile,Medium,Community partner,Career growth,0.875,On track,Completed,1,52.0,70.9,18.9,4.0,6.0,Not measured,0,,
EN02162,PT0396,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,North,18-24,Female,Employed,Laptop/Desktop,Medium,Organic,Job search,0.625,Watch,Completed,1,74.1,90.2,16.1,3.0,4.0,Not measured,1,15.6,1.0
EN02163,PT0235,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Sabah,Sandakan,18-24,Female,Job seeker,Mobile,Low,Community partner,Career growth,0.75,On track,Dropped,0,72.3,95.4,23.1,5.0,10.0,Not measured,0,,
EN02164,PT0631,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Sabah,Kota Kinabalu,25-34,Male,Job seeker,Laptop/Desktop,Medium,Organic,Career growth,1.0,On track,Completed,1,68.9,81.6,12.7,5.0,10.0,Not measured,0,,
EN02165,PT0670,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Sabah,Sandakan,18-24,Female,Student,Laptop/Desktop,Medium,Referral,Career growth,1.0,On track,Completed,1,53.1,68.5,15.4,5.0,8.0,Not measured,0,,
EN02166,PT0231,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,Central,18-24,Female,Self-employed,Laptop/Desktop,Low,Community partner,Job search,0.875,On track,Completed,1,47.7,60.0,12.3,,,Not measured,1,13.1,0.0
EN02167,PT0254,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Petaling,25-34,Male,Student,Mobile,High,Community partner,Career growth,0.875,On track,Completed,1,61.6,90.6,29.0,5.0,9.0,Not measured,0,,
EN02168,PT0040,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Selangor,Shah Alam,25-34,Male,Job seeker,Laptop/Desktop,Medium,Organic,Digital confidence,1.0,On track,Completed,1,51.3,74.9,23.6,,,Not measured,0,,
EN02169,PT0609,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Johor,Johor Bahru,25-34,Male,Student,Laptop/Desktop,High,Organic,Job search,0.875,On track,Completed,1,72.7,91.7,19.0,4.0,9.0,Not measured,0,,
EN02170,PT0067,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,South,35-44,Male,Student,Laptop/Desktop,Medium,Employer,Job search,0.5,Watch,Completed,1,40.4,65.8,25.4,4.0,5.0,Not measured,0,,
EN02171,PT0594,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,Central,35-44,Male,Job seeker,Shared device,Medium,Organic,Digital confidence,0.625,Watch,Completed,1,50.8,69.7,18.9,,,Not measured,1,15.2,1.0
EN02172,PT0602,CH060,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Virtual,TR07,Penang,2025-09-22,2025-11-17,2025-09-01,Kuala Lumpur,Central,35-44,Male,Employed,Mobile,High,Community partner,Job search,0.875,On track,Completed,1,54.4,79.2,24.8,,,Not measured,2,24.5,0.5
EN02173,PT0543,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Selangor,Klang,25-34,Female,Job seeker,Mobile,Medium,Organic,Job search,1.0,On track,Completed,1,27.6,54.6,27.0,4.0,7.0,New role,0,,
EN02174,PT0254,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Selangor,Petaling,25-34,Male,Student,Mobile,High,Community partner,Career growth,0.625,Watch,Dropped,0,46.0,73.3,27.3,4.0,8.0,Not measured,0,,
EN02175,PT0023,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Sabah,Kota Kinabalu,35-44,Female,Employed,Laptop/Desktop,High,Community partner,Career growth,1.0,On track,Completed,1,78.1,100.0,21.9,,,No change reported,0,,
EN02176,PT0095,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Kuala Lumpur,South,35-44,Male,Employed,Laptop/Desktop,Medium,Employer,Digital confidence,0.875,On track,Completed,1,22.4,45.6,23.2,4.0,7.0,Interview secured,0,,
EN02177,PT0482,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Muar,35-44,Female,Employed,Mobile,Medium,Employer,Digital confidence,0.625,Watch,Completed,1,58.0,80.3,22.3,3.0,7.0,Interview secured,0,,
EN02178,PT0141,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Kuala Lumpur,North,18-24,Male,Employed,Mobile,Medium,Community partner,Job search,0.625,Watch,Dropped,0,44.4,64.5,20.1,,,Not measured,0,,
EN02179,PT0566,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Selangor,Petaling,35-44,Female,Self-employed,Laptop/Desktop,High,Organic,Job search,1.0,On track,Completed,1,46.3,70.8,24.5,4.0,8.0,No change reported,0,,
EN02180,PT0528,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Penang,George Town,45+,Female,Job seeker,Mobile,Low,Community partner,Job search,0.875,On track,Completed,1,70.1,86.6,16.5,4.0,8.0,Interview secured,1,34.6,0.0
EN02181,PT0237,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Sarawak,Miri,45+,Male,Student,Mobile,Low,Community partner,Job search,0.75,On track,Completed,1,36.7,54.6,17.9,4.0,10.0,New role,1,21.2,1.0
EN02182,PT0544,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Muar,25-34,Female,Job seeker,Laptop/Desktop,Medium,Employer,Career growth,1.0,On track,Completed,1,56.3,81.4,25.1,5.0,9.0,New role,2,35.0,0.5
EN02183,PT0335,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Sabah,Sandakan,18-24,Male,Self-employed,Mobile,Medium,Organic,Career growth,0.75,On track,Completed,1,33.0,55.3,22.3,3.0,3.0,No change reported,0,,
EN02184,PT0487,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Johor Bahru,18-24,Female,Job seeker,Mobile,Medium,Community partner,Job search,0.875,On track,Completed,1,71.8,96.2,24.4,4.0,8.0,No change reported,0,,
EN02185,PT0751,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Muar,25-34,Female,Student,Laptop/Desktop,Low,Community partner,Digital confidence,0.75,On track,Completed,1,23.2,49.4,26.2,4.0,9.0,No change reported,0,,
EN02186,PT0639,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Selangor,Shah Alam,25-34,Female,Employed,Mobile,Medium,Employer,Digital confidence,0.75,On track,Dropped,0,52.6,78.8,26.2,4.0,7.0,Not measured,0,,
EN02187,PT0617,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Kuala Lumpur,South,35-44,Male,Self-employed,Laptop/Desktop,Medium,Community partner,Job search,1.0,On track,Completed,1,65.6,83.3,17.7,4.0,8.0,No change reported,0,,
EN02188,PT0271,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Selangor,Shah Alam,18-24,Male,Job seeker,Mobile,Medium,Organic,Employer requirement,0.625,Watch,Completed,1,63.8,78.7,14.9,4.0,7.0,Interview secured,0,,
EN02189,PT0762,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Penang,Seberang Perai,25-34,Female,Employed,Mobile,Medium,Community partner,Career growth,0.875,On track,Completed,1,77.0,100.0,23.0,5.0,10.0,No change reported,1,45.5,1.0
EN02190,PT0130,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Johor Bahru,35-44,Female,Employed,Laptop/Desktop,Medium,Employer,Job search,0.75,On track,Completed,1,27.4,53.3,25.9,4.0,8.0,Interview secured,0,,
EN02191,PT0745,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Penang,Seberang Perai,45+,Female,Student,Laptop/Desktop,High,Community partner,Digital confidence,1.0,On track,Completed,1,41.3,63.1,21.8,4.0,8.0,New role,1,42.8,1.0
EN02192,PT0298,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Muar,45+,Male,Job seeker,Mobile,Medium,Community partner,Job search,1.0,On track,Completed,1,66.9,100.0,33.1,5.0,10.0,Interview secured,0,,
EN02193,PT0754,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Muar,25-34,Male,Job seeker,Shared device,High,Organic,Job search,1.0,On track,Completed,1,78.3,100.0,21.7,5.0,10.0,New role,1,49.3,0.0
EN02194,PT0408,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Sabah,Sandakan,18-24,Female,Self-employed,Mobile,Medium,Community partner,Career growth,0.875,On track,Completed,1,61.5,85.8,24.3,,,No change reported,0,,
EN02195,PT0493,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Kuala Lumpur,Central,35-44,Female,Employed,Mobile,Medium,Employer,Job search,0.75,On track,Completed,1,51.8,81.6,29.8,4.0,8.0,No change reported,1,6.6,1.0
EN02196,PT0030,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Johor Bahru,25-34,Female,Job seeker,Laptop/Desktop,Medium,Employer,Career growth,0.875,On track,Completed,1,52.9,74.5,21.6,4.0,7.0,New role,0,,
EN02197,PT0270,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Sabah,Sandakan,18-24,Female,Job seeker,Mobile,High,Community partner,Employer requirement,0.875,On track,Completed,1,65.3,94.5,29.2,4.0,7.0,No change reported,0,,
EN02198,PT0704,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Kuala Lumpur,Central,35-44,Female,Employed,Mobile,Medium,Referral,Digital confidence,0.875,On track,Completed,1,70.6,91.8,21.2,3.0,4.0,No change reported,0,,
EN02199,PT0148,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Sabah,Kota Kinabalu,25-34,Male,Student,Mobile,Medium,Organic,Digital confidence,0.375,High risk,Dropped,0,63.0,74.1,11.1,3.0,5.0,Not measured,0,,
EN02200,PT0016,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Penang,George Town,25-34,Female,Student,Mobile,Medium,Organic,Job search,0.75,On track,Completed,1,65.9,93.0,27.1,4.0,8.0,New role,1,23.4,1.0
EN02201,PT0354,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Johor,Muar,18-24,Male,Job seeker,Shared device,High,Community partner,Digital confidence,0.875,On track,Completed,1,64.2,87.8,23.6,3.0,7.0,Interview secured,0,,
EN02202,PT0458,CH061,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR07,Kuala Lumpur,2025-10-13,2025-12-08,2025-10-01,Sarawak,Miri,25-34,Male,Self-employed,Mobile,Low,Community partner,Career growth,0.75,On track,Dropped,0,50.2,83.5,33.3,3.0,5.0,Not measured,0,,
EN02203,PT0651,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Johor,Muar,45+,Male,Employed,Laptop/Desktop,Low,Employer,Career growth,0.9,On track,Completed,1,41.4,71.0,29.6,4.0,9.0,Interview secured,1,5.1,1.0
EN02204,PT0026,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Sarawak,Miri,18-24,Female,Employed,Mobile,High,Referral,Employer requirement,0.6,Watch,Completed,1,45.4,56.8,11.4,4.0,8.0,No change reported,1,22.4,1.0
EN02205,PT0119,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,Central,25-34,Male,Job seeker,Mobile,High,Organic,Job search,0.9,On track,Completed,1,47.2,67.5,20.3,,,Interview secured,0,,
EN02206,PT0304,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Penang,Seberang Perai,25-34,Female,Job seeker,Mobile,Medium,Community partner,Job search,0.9,On track,Completed,1,38.4,60.7,22.3,4.0,5.0,Interview secured,0,,
EN02207,PT0255,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Selangor,Petaling,35-44,Female,Job seeker,Mobile,Medium,Community partner,Career growth,0.7,Watch,Completed,1,55.1,67.2,12.1,,,Interview secured,0,,
EN02208,PT0097,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Selangor,Shah Alam,25-34,Male,Self-employed,Laptop/Desktop,High,Employer,Digital confidence,0.9,On track,Completed,1,88.0,100.0,12.0,4.0,5.0,No change reported,0,,
